index,word,romaji,explanation,properties,examples
497,ぶんぶん,bunbun,"buzz, hum; shake (with vigor), shaking",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
498,ぷんと,punto,"angrily, sulkily, in a huff; (smelling) strongly, pungently, reeking",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
499,ぺったんこ,pettanko,"crushed flat, flattened, squashed, flat-topped; flat-chested girl, flat chested girl; sound of a sticky rice cake sticking to something",onomatopoeic or mimetic word; な adjective; adjective (generic); noun taking the genitive case particle の; colloquial; manga slang; noun; noun (generic),
500,ぺろっと,perotto,"(eating up) quickly, in no time, gobbling up; quickly (sticking out one's tongue); licking, licking up; (peeling off) in one go, completely",onomatopoeic or mimetic word; adverb,
501,ほっそり,hossori,"slim, slender, slight, delicate",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
502,ぽっかり,pokkari,"lightly; wide (open), gapingly, agape; suddenly, unexpectedly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
503,ポツリ,potsuri,"isolated, standing alone; falling in drops (e.g. rain); saying a single word, muttering just a few words",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
504,メラメラ,meramera,"flaring up, bursting into flames",onomatopoeic or mimetic word; adverb; adverb taking the と particle,次のテストで満点を取ったらゲームが買ってもらえるのでメラメラと燃えている。; 落ち葉をちょっと燃やそうと思って一枚火をつけたら辺り一面がメラメラと燃えてしまった。; 彼の目は怒りでメラメラと燃えていた。; 炎がメラメラと燃え上がる中、消防士たちは必死に消火活動を行った。
505,もくもく,mokumoku,"rising (smoke, clouds, etc.), rolling up, billowing up",onomatopoeic or mimetic word; adverb taking the と particle; adverb,彼はとても集中していて、もくもくと勉強しています。; 彼はもくもくと荷物をまとめ、無言で家を出て行った。
506,もぐもぐ,mogumogu,"mumbling, chewing one's words; chewing (food); squirming, wriggling",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb taking the と particle,和正： 何をもぐもぐ食べてるの？正弘： 食べてるんじゃなくて入れ歯をもぐもぐ動かしてるだけさ。; いただきまーす！もぐもぐ; もぐもぐしながら話さないで！行儀が悪いよ！
507,ぷにぷに,punipuni,"squishy, springy, bouncy",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
508,ぺこん,pekon,"sound of thin metal or plastic surface caving in and springing back; action of quickly bowing or lowering one's head, (with a) bob of the head",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
509,みっちり,micchiri,"intensely, severely, strictly, hard, fully, earnestly, diligently; tightly, compactly, closely",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
510,ぬめっと,numetto,"glistening, shiny, sleek, slippery",onomatopoeic or mimetic word; adverb,
511,じろじろ,jirojiro,"staringly, scrutinizing, scrutinising",onomatopoeic or mimetic word; adverb; adverb taking the と particle,サングラスとマスクを付けていると知らない人からジロジロと見られる。
512,どたどた,dotadota,noisily (esp. the noise of heavy feet),onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),さっき家を出た娘が忘れ物をしたらしく、どたどたと家に帰ってきた。; まゆは運動神経が悪いようで、走る時ドタドタ走る。
513,カンカン,kankan,"extremely angry, furious, enraged; fiercely (shine), blazingly, intensely; merrily (burn away), red-hot; with a clang",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; adverb taking the と particle,
514,わっと,watto,suddenly and in a loud voice (e.g. sobbing),onomatopoeic or mimetic word; adverb,
515,おっとり,ottori,"gently, quietly, calmly",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
516,ずぶり,zuburi,"(stabbing) through, (plunging) into",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
517,しょぼん,shobon,"downheartedly, dejectedly, dispiritedly, despondently",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
518,ひたひた,hitahita,"lapping (e.g. of waves against the shore); steadily (advancing), gradually (approaching); sufficient (of the amount of liquid needed to cover a submerged object), just enough; speedily, promptly, quickly, smoothly; closely, exactly",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun taking the genitive case particle の; adjective (generic); な adjective; archaic,
519,ごろっと,gorotto,"slumping, flopping down; heavily rotating",onomatopoeic or mimetic word; adverb,
520,むっちり,mucchiri,"plump, chubby, voluptuous",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),"むっちりとした太ももってたまらないよね。; ""彼女ってどんな子？""""う〜ん、むっちり系かな？"""
521,うふふ,ufufu,tee-hee,female term; onomatopoeic or mimetic word; interjection,
522,うろちょろ,urochoro,"loitering, hanging around, wandering around",onomatopoeic or mimetic word; noun; noun (generic); noun or participle taking the aux. verb する,
523,えへへ,ehehe,"heh heh heh, tee-hee, giggle",onomatopoeic or mimetic word; interjection,
524,ギンッ,ginxtsu,"sharply (glare, stare, etc.), piercingly, stinging; clashing (of swords, etc.)",onomatopoeic or mimetic word; adverb taking the と particle,
525,うつらうつら,utsurautsura,"drowsily, nodding off",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
526,ガーガー,ga-ga-,"quacking, cackling, gaggling, croaking, squawking; loudly (snore, complain, argue, etc.), noisily; with a buzzing sound (e.g. speaker), with a crackling sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,あひるの親子がガーガーと鳴きながら道路を渡っている。かわいらしい！; 日本ではあひるの鳴き声はガーガーと表現される。
527,カーカー,ka-ka-,caw caw (cry of a crow); crow,onomatopoeic or mimetic word; adverb; adverb taking the と particle; slang; children's language; noun; noun (generic),
528,メーメー,me-me-,"baa (sound made by sheep), meh",onomatopoeic or mimetic word; interjection,
529,こけこっこう,kokekokkou,"cock-a-doodle-doo (sound made by cockerels, roosters); cockerel, rooster",onomatopoeic or mimetic word; adverb; children's language; noun; noun (generic),
530,チューチュー,chu-chu-,"squeak, cheep, peep; slurp, sucking noisily; mouse",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); children's language; noun,屋根裏からネズミのチュウチュウ鳴く声が聞こえた。; あのシェークをチューチュー飲んでる人うるさくない？
531,どっぷり,doppuri,"totally (immersed in something, e.g. liquid, work), addicted",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; adverb taking the と particle,友達に勧められて始めた釣り。今ではその魅力にどっぷりはまってしまい、毎週末釣りに出かけている。; 美智子： 新しくできた彼女とは順調なの？隆介： もう本当に可愛くってさ。知ればしるほど好きになるよ。もうどっぷりはまっちゃってる。美智子： 幸せそうで羨ましいよ。
532,ポキッと,pokixtsuto,"snappingly, with a snap",onomatopoeic or mimetic word; adverb,
533,ぽっくり,pokkuri,"(dying) suddenly; (breaking) brittly, with a snap; softly and swellingly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
534,ごっそり,gossori,"completely, entirely, all; in large amounts, a lot",onomatopoeic or mimetic word; adverb; adverb taking the と particle,由梨： 家に泥棒が入った！安藤： 何か取られたの？由梨： 私の下着がごっそりと盗まれている！
535,とろん,toron,"appearing drowsy or intoxicated (of eyes, actions, etc.)",onomatopoeic or mimetic word; adverb taking the と particle,
536,だらり,darari,"languidly, loosely",onomatopoeic or mimetic word; adverb taking the と particle,今日はとても暑い。飼っている犬も庭で舌をだらりとだして寝ている。かわいそうなのでクーラーの効いている部屋にいれてやった。; 彼は酔っ払ってしまい、顔をテーブルに突っ伏し、腕をだらりと降ろして寝てしまった。
537,ビュービュー,byu-byu-,"whistling sound, wheezing sound, sound of the wind, wuthering, howling, soughing, moaning",onomatopoeic or mimetic word; noun; noun (generic); noun or verb acting prenominally; adjective (generic); adverb taking the と particle,台風が過ぎ去った後なのに風がまだびゅうびゅう吹いている。; 古い家で肝試しをするために様子を見に行ったら隙間風がびゅうびゅう吹いていて不気味だった。
538,スコスコ,sukosuko,"repeatedly, leaving no stone unturned, walking rapidly; masturbation",onomatopoeic or mimetic word; adverb; colloquial; noun; noun (generic); noun or participle taking the aux. verb する,
539,ゼーゼー,ze-ze-,"gasping for breath, puffing and panting, wheezing",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
540,ちまちま,chimachima,"small, compact",onomatopoeic or mimetic word; adverb taking the と particle; adverb,その洋服はちまちまと小さな飾りがたくさんついていて、ハンドメイドなことがすぐ分かった。; 彼には夢がなく、考え方がちまちましている。聞いてるこちらがイライラするよ！
541,戛戛,katsukatsu,"clicking, clopping, clacking",usually written using kana alone; onomatopoeic or mimetic word; adverb taking the と particle,
542,おめおめ,omeome,"shamelessly, acting brazenly unaffected; being resigned to (disgrace)",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
543,ちんたら,chintara,"dilatorily, sluggishly; to take a lot of time, to become late, to take it easy",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
544,げんなり,gennari,"to be weary, to be worn out, to be tired; to be fed up (with), to be sick of; to be dejected, to be dispirited, to be disheartened",onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb; adverb taking the と particle,
545,えへらえへら,eheraehera,"with a meaningless laugh, with a hollow laugh",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
546,ごにょごにょ,gonyogonyo,"mumblingly, mutteringly, unintelligibly",onomatopoeic or mimetic word; adverb,
547,くだくだ,kudakuda,"tediously, lengthily, wordily",onomatopoeic or mimetic word; adverb taking the と particle,
548,キンキラキン,kinkirakin,"gaudy, flashy, showy, glittery, sparkly, shiny",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); な adjective,
549,ぼけっと,boketto,"absent-mindedly, idly, vacantly, doing nothing",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
550,かしゃっ,kashaxtsu,with a click,onomatopoeic or mimetic word; adverb taking the と particle,
551,かたり,katari,"with a clatter, clatteringly",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
552,カチャカチャ,kachakacha,"clink, clatter, clang",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),上司は仕事ができるがカチャカチャとパソコンの操作がうるさい。
553,かちり,kachiri,"with a clink (click, clack)",onomatopoeic or mimetic word; adverb taking the と particle,
554,かっきり,kakkiri,"exactly, just, precisely; punctually, exactly on time; clearly delineated (of boundaries, etc.)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
555,メー,me-,"baa (sound of a sheep), meh",onomatopoeic or mimetic word; interjection,
556,どさどさ,dosadosa,throwing down multiple objects in succession; at once in great numbers,onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
557,どっかり,dokkari,"plunking (down something heavy), flumping (into a chair)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),前田くんは、部長の前にもかかわらず、椅子にどっかりと座って態度が悪い。社会人としてどうなんだろうか。; 山田社長はそのバーの常連で、わたしがその店にいくと大抵奥のソファ席にどっかり座っている。
558,のうのう,nounou,"carefree, relaxed, comfortable, at one's ease",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
559,ギラッと,giraxtsuto,dazzlingly,onomatopoeic or mimetic word; adverb,
560,クラッと,kuraxtsuto,dizzyingly; to feel dizzy,onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
561,ゴーっ,go-xtsu,"roaringly, rumblingly",onomatopoeic or mimetic word; adverb taking the と particle,
562,チカチカ,chikachika,"flickering, flashing on and off, twinkling, glittering; glaringly (bright), painfully (bright); prickling (pain)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),バイクを運転するときはチカチカとライトが点滅する車に気をつけよう。; ずっと暗いところにいたので明るいところに出ると目がチカチカする。
563,ピシャッと,pishaxtsuto,"slapping, splatting",onomatopoeic or mimetic word; adverb,
564,ピリッと,pirixtsuto,"tingling, stinging, pungently",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),この料理、ピリッと辛いよ。辛いの無理な人はきついかも。; その紙は薄く、簡単にピリッと破ける。
565,ベロベロ,berobero,"licking; dead drunk, blind drunk",onomatopoeic or mimetic word; adverb; adverb taking the と particle; な adjective; adjective (generic),
566,カリカリ,karikari,"crisp (e.g. potato chip, fried fish, etc.), crunchy; grumpily, touchily, edgily, irritably; scratching",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb taking the と particle; adverb; noun or participle taking the aux. verb する; noun (generic),幸子： 何かカリカリ音がするよ。紀子： 木の上でリスがどんぐりをかりかり食べてる音だよ。; ボーナスが低かったので妻がカリカリと怒っている。
567,からころ,karakoro,clip-clop (esp. of geta),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
568,にゅっと,nyutto,"suddenly (appear, stick out), abruptly, unexpectedly, looming (e.g. out of the dark); (stand) still and expressionless, imposingly; suddenly (stand up)",obsolete reading; onomatopoeic or mimetic word; adverb,
569,かちゃり,kachari,"with a clang or a clink, tinkle",onomatopoeic or mimetic word; adverb taking the と particle,
570,ひらり,hirari,"nimbly, lightly",onomatopoeic or mimetic word; adverb taking the と particle,
571,ふっくら,fukkura,"fully, luxuriantly, fluffy, plump, soft and full",onomatopoeic or mimetic word; adverb taking the と particle,朝食のホットケーキが久しぶりにふっくら焼けた。; 友達が最近結婚して食事をちゃんと取っているので顔がふっくらしている。
572,わなわな,wanawana,"trembling from fear, trembling all over",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
573,ぱちり,pachiri,"(with a) click (e.g. camera shutter), (with a) snap",onomatopoeic or mimetic word; adverb taking the と particle,
574,どさっと,dosatto,with a thud,onomatopoeic or mimetic word; adverb,
575,がさっ,gasaxtsu,"with a swoosh, at one fell swoop",onomatopoeic or mimetic word; adverb taking the と particle,
576,ビンビン,binbin,"hard (e.g. penis), strong (e.g. beat of music), throbbing (e.g. headache), blaring (e.g. rock music)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic); な adjective,
577,ほっこり,hokkori,"warm and fluffy, soft; steamy hot (food), hot and flaky; feeling mentally tired, feeling of tired relief or accomplishment after effort or perseverance",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); expression; Kansai-ben,せっかく温泉街に来たんだから温泉に入ってほっこりしましょうよ。; 寒い中コンビニであつあつの肉まん食べてほっこりする。
578,ぱたり,patari,"with a clink, with a flop; suddenly, all of a sudden",onomatopoeic or mimetic word; adverb taking the と particle,
579,ぷいと,puito,"suddenly in a bad mood, in a huff; abruptly, suddenly, unexpectedly",onomatopoeic or mimetic word; adverb,
580,すうすう,suusuu,"sound of wind rustling through a crack, wheezing",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
581,ピーピー,pi-pi-,"peep, chirp, beep, whistling, chirping, piping, etc. sound made by birds, insects, pipes, children, etc.; poor, hard up, pinched; the runs, diarrhea, diarrhoea; flute, pipe; beginner, novice",onomatopoeic or mimetic word; noun; noun (generic); adverb; noun or participle taking the aux. verb する,
582,ざぶざぶ,zabuzabu,"splashing, sloshing",onomatopoeic or mimetic word; adverb taking the と particle,
583,頓と,tonto,completely; not at all,ateji; onomatopoeic or mimetic word; usually written using kana alone; adverb,
584,ぶくり,bukuri,sound of something floating or sinking in water,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
585,ヒーヒー,hi-hi-,"whaa whaa, sound of a baby crying",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
586,ぐしゃぐしゃ,gushagusha,"soggy, soaked, drenched, sopping (wet), sloppy, sodden, muddy; crushed (out of shape), crumpled; messy, untidy, disorganized",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),いくら頑張ってもいいポエムが書けないので紙をぐしゃぐしゃにした。; 大輔： 目が腫れてるけどどうしたの？夏喜： 好きな人に振られて昨日一晩中ぐしゃぐしゃに泣いたの。
587,けろり,kerori,"completely, entirely; nonchalantly, as if nothing happened",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
588,ギーギー,gi-gi-,"with a (heavy) creak, with a (dull) squeak, with a grating sound, with a rasping sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
589,ついつい,tsuitsui,"unintentionally, unconsciously, by mistake, heedlessly, against one's better judgement (judgment)",onomatopoeic or mimetic word; adverb,
590,がさごそ,gasagoso,rustling (sound),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
591,ガシャッ,gashaxtsu,(with a) crack,onomatopoeic or mimetic word; adverb taking the と particle,
592,ガタゴト,gatagoto,"rattling, clattering",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
593,がたん,gatan,"with a bang, with a crash, with a bump, with a jolt; suddenly (fall), sharply",onomatopoeic or mimetic word; adverb taking the と particle,
594,がっぽがっぽ,gappogappo,in large quantities,onomatopoeic or mimetic word; adverb taking the と particle,
595,ガッポリ,gappori,in large quantities,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
596,ガバガバ,gabagaba,"oversized (clothing), baggy; rolling in (of money), (profiting) greatly; sloshing (e.g. of water), gushing",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); な adjective; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),
597,がばっと,gabatto,"suddenly, all of a sudden, quickly, emphatically, energetically",onomatopoeic or mimetic word; adverb,食事中に何か料理をシェアする際A： このサラダ美味しそう！先にとるね〜B： もうガバッととっちゃって！; ベッドの上にシーツをガバッとかぶせた。
598,がらんがらん,garangaran,clanging,onomatopoeic or mimetic word; adverb taking the と particle,
599,ウラウラ,uraura,gently and clearly shining (like the sun in springtime),onomatopoeic or mimetic word; adverb taking the と particle,
600,モコモコ,mokomoko,"fluffy; lumpy (e.g. clothing), uneven, bulging (e.g. muscles)",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),
601,チャラチャラ,charachara,"jingle, jangle, clinking, jingling, jangling; chatty, nattering, chattering away, yatter, joking around, messing around; coquettish, tawdry, flirty, flashy, flighty, jittery, superficial",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun,彼女は真面目な女の子だな。なのにチャラチャラした男にいつも引っかかる。; 私のお父さんは小銭をポケットにしまうので歩くとチャラチャラとなっている。; 娘: お父さん、これ私の新しい彼氏。お父さん: こんなチャラチャラしたやつ、お父さんは嫌いだ！; 鍵束をちゃらちゃらいわせながら、警備員が廊下を歩いている。; 高校を卒業した後もとくに働くわけでもなく、彼はいつまでもチャラチャラしている。; 高校に入ってから彼は悪い友達とつるむようになり、チャラチャラとした雰囲気の人間になってしまった。
602,ビシッと,bishixtsuto,"with a snap, (break) cleanly; (reject) sternly, flatly; smartly (e.g. of dressing up well)",onomatopoeic or mimetic word; adverb,
603,もさもさ,mosamosa,"to be hairy (of a person), to be thickly bearded; to be dense (of vegetation), to be thick; to be slow (of a person), to be dull",onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb; adverb taking the と particle,
604,がん,gan,"with a thump, with a thud, with a bang; hard (hit, scold, etc.), severely; marking (on a card or tile for the purpose of cheating), card marking, tile marking, alteration",onomatopoeic or mimetic word; adverb taking the と particle; hanafuda; mahjong; noun; noun (generic),
605,キャンキャン,kyankyan,"yelp, yap",onomatopoeic or mimetic word; interjection,
606,わあわあ,waawaa,"loudly (wailing, making a noise, etc.)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,母: ピーマン食べなさい！息子: いやだ！うちの犬にそっくりだから！わあわあ！; 男:「君のことは好きだけど、僕にはもったいないから別れよう」と言いました。女:「そんなありきたりなフレーズ聞きたくない！」と、わあわあと声をあげて泣いた。
607,すとん,suton,(with a) thump; (hanging) straight down,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
608,コテンパン,kotenpan,"completely (beaten, defeated, etc.), thoroughly, utterly, black and blue, to a pulp",onomatopoeic or mimetic word; adverb,
609,シャカシャカ,shakashaka,"nylon track suit (when worn as street fashion); rattle-rattle, rustle-rustle, whisper-whisper, squiff-squiff",slang; noun; noun (generic); onomatopoeic or mimetic word; noun or verb acting prenominally; adjective (generic),
610,ポロリ,porori,"dropping (of tears, dew, etc.); falling off, dropping off, slipping (e.g. from one's hands); inadvertently (coming to the surface), letting out (e.g. a secret)",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
611,ギクリ,gikuri,"(with a) start, fright, alarm",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
612,やっさもっさ,yassamossa,"hurly-burly, helter-skelter, hustle and bustle, turmoil",onomatopoeic or mimetic word; noun; noun (generic); noun or participle taking the aux. verb する; adverb taking the と particle,
613,がっつり,gattsuri,"a lot, a great deal, plentifully; properly, sufficiently, fully",onomatopoeic or mimetic word; colloquial; adverb; adverb taking the と particle,
614,さくっ,sakuxtsu,"with a crunching or grinding sound; quickly, promptly, abruptly, simply, efficiently; crispily, crunchily",onomatopoeic or mimetic word; adverb taking the と particle,
615,ぼやっと,boyatto,"absentmindedly, dazedly, vaguely",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
616,きゃぴきゃぴ,kyapikyapi,"brimming with youthful enthusiasm, in high spirits, raring to go, overflowing with youthful energy, acting all cute and charged up",onomatopoeic or mimetic word; colloquial; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); な adjective; adjective (generic); noun taking the genitive case particle の,
617,うかうか,ukauka,"carelessly, inattentively",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
618,かん,kan,"ding, chime (sound of a bell or a small gong)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
619,ケラケラ,kerakera,cackling (sound of shrill laughter),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
620,ころっと,korotto,"sound of something small rolling once (often into a hole); easily; suddenly; completely (e.g. forgetting), utterly; disappointing; curling up into the fetal position, going to sleep suddenly",onomatopoeic or mimetic word; adverb,
621,しくしく,shikushiku,"weeping, sobbing, softly (crying); with a prolonged dull pain, having a griping pain",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
622,しっとり,shittori,"damp, moist, (slightly) wet; quiet, calm, peaceful, soft, gentle, mellow, graceful",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
623,じいじい,jiijii,sizzle (sound of meat cooking); shrill droning of a cicada,onomatopoeic or mimetic word; adverb,
624,じろっと,jirotto,glancing (look),onomatopoeic or mimetic word; adverb,
625,ずしずし,zushizushi,"thump, thud (sound representing the footfalls of something heavy)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
626,ずんぐり,zunguri,"short and stout, small but wide around",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),ずんぐりした体型に嫌気がさす。; テーブルにつくとおもむろに、ずんぐりした形のボトルに入ったワインが出された。
627,ずんぐりむっくり,zungurimukkuri,"very short and stout, small but quite wide around",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
628,そよそよ,soyosoyo,"gently (of the wind), softly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
629,ちりんちりん,chirinchirin,"jingle, ding, ringing of small bells",onomatopoeic or mimetic word; adverb,
630,しゃりしゃり,sharishari,"sound of two hard thin objects rubbing together, crunch crunch",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
631,ちょこん,chokon,"slightly (of an action), (looking) small and quiet",onomatopoeic or mimetic word; adverb taking the と particle,
632,ちょんちょん,chonchon,"sound of something striking repeatedly (e.g. wooden clappers); something small hopping repeatedly, touching lightly and repeatedly; punctuation marks such as the dakuten; Chonchon, South American mythical bird",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic),
633,はたはた,hatahata,"flutter, flap, sound of something light moving in the wind",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
634,ばっと,batto,"suddenly, in a flash, rapidly, nimbly, alertly",onomatopoeic or mimetic word; adverb,
635,パタパタ,patapata,"flapping (of a flag, fan, etc.), fluttering, whack-whack (e.g. beating dust out of a rug), whap-whap; pitter-patter (of footsteps); quickly (making progress), in quick succession",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),チャイムが鳴ったので次の授業に間に合うように学生がパタパタと走っている。; 蝶が羽をパタパタさせ飛んでいる。; 彼女は忙しそうにパタパタと通り過ぎていった。
636,パタン,patan,"with a snap, with a bang, with a plonk, with a click; suddenly, all of a sudden",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
637,ぶすっと,busutto,"with a plunge (of something sharp into something soft), with a thrust, with a stab; sullenly, sulkily, glumly, sourly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),お姉ちゃんにプリンを食べられてぶすっとしている。; 泣き叫ぶ子供をよそにお医者さんは腕にブスッと注射を刺した。
638,ぺたぺた,petapeta,"sound of a flat surface repeatedly making contact with something; applying a seal or stamp again and again, pasting (paper) all over; daubing, smearing",onomatopoeic or mimetic word; adverb,ペタペタ歩くと足の形が悪くなるよ。; 土踏まずがない人はペタペタと歩いているように見える。
639,ぺちゃぺちゃ,pechapecha,"chatter, prattle; lapping (up), slurping; sound of juicy food being bitten into",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
640,ぽうっと,poutto,shrill whistling sound; reddening or brightening slightly; rush of blood to the head,onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
641,こくんこくん,kokunkokun,"glugging, drinking deeply; nodding deeply",onomatopoeic or mimetic word; adverb taking the と particle,
642,こくん,kokun,"nod deeply; glugging, drinking deeply",onomatopoeic or mimetic word; adverb taking the と particle,
643,ぐじぐじ,gujiguji,"mumblingly, grumblingly; tardily, slowly",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
644,モーモー,mo-mo-,"moo (sound of a cow); moo-cow, moo-moo",onomatopoeic or mimetic word; adverb; adverb taking the と particle; children's language; noun; noun (generic),
645,ドボドボ,dobodobo,"with glugging (e.g. of liquid being poured, running down)",onomatopoeic or mimetic word; adverb taking the と particle,
646,ずきんずきん,zukinzukin,"throbbing (pain), pounding, stinging",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),歯がずきんずきんと痛む。; 私が彼にしたことを思うと、心がずきんずきんと痛みます。
647,ずきん,zukin,"throbbing (pain), pounding",onomatopoeic or mimetic word; adverb taking the と particle,
